,Unnamed: 0,Word,Meaning
25037,40103,retinulate,"Having, or characterized by, retinul/."
25038,40104,retiped,A bird having small polygonal scales covering the tarsi.
25039,40105,retiracy,Retirement
25040,40106,retirade,"A kind of retrenchment, as in the body of a bastion, which may be disputed inch by inch after the defenses are dismantled. It usually consists of two faces which make a reentering angle."
25041,40107,retired,of Retire
25042,40108,retiring,of Retire
25043,40109,retire,To withdraw
25044,40121,retirement,"The act of retiring, or the state of being retired"
25045,40123,retirer,One who retires.
25046,40126,retistene,A white crystalline hydrocarbon produced indirectly from retene.
25047,40127,retitelae,A group of spiders which spin irregular webs
25048,40128,retold,imp. &amp
25049,40129,retorsion,Same as Retortion.
25050,40130,retorted,of Retort
25051,40131,retorting,of Retort
25052,40132,retort,To bend or curve back
25053,40138,retorter,One who retorts.
25054,40139,retortion,Act of retorting or throwing back
25055,40141,retortive,Containing retort.
25056,40142,retoss,To toss back or again.
25057,40143,retouch,"To touch again, or rework, in order to improve"
25058,40146,retoucher,One who retouches.
25059,40147,retrace,"To trace back, as a line."
25060,40150,retracted,of Retract
25061,40151,retracting,of Retract
25062,40152,retract,To draw back
25063,40158,retractable,Capable of being retracted
25064,40159,retractate,To retract
25065,40160,retractation,The act of retracting what has been said
25066,40161,retractible,Retractable.
25067,40162,retractile,Capable of retraction
25068,40163,retraction,"The act of retracting, or drawing back"
25069,40167,retractive,Serving to retract
25070,40169,retractor,"One who, or that which, retracts."
25071,40174,retraict,Retreat.
25072,40175,retrait,A portrait
25073,40176,retransform,To transform anew or back.
25074,40177,retranslate,To translate anew
25075,40178,retraxit,"The withdrawing, or open renunciation, of a suit in court by the plaintiff, by which he forever lost his right of action."
25076,40179,retread,To tread again.
25077,40180,retreat,"The act of retiring or withdrawing one's self, especially from what is dangerous or disagreeable."
25078,40187,retreated,of Retreat
25079,40188,retreating,of Retreat
25080,40190,retreatful,Furnishing or serving as a retreat.
25081,40191,retreatment,The act of retreating
25082,40192,retrenched,of Retrench
25083,40193,retrenching,of Retrench
25084,40194,retrench,To cut off
25085,40199,retrenchment,The act or process of retrenching
25086,40201,retrial,"A secdond trial, experiment, or test"
25087,40202,retribute,To pay back
25088,40203,retributer,One who makes retribution.
25089,40204,retribution,The act of retributing
25090,40207,retributive,Alt. of Retributory
25091,40208,retributory,Of or pertaining to retribution
25092,40209,retrievable,That may be retrieved or recovered
25093,40210,retrieval,The act retrieving.
25094,40211,retrieved,of Retrieve
25095,40212,retrieving,of Retrieve
25096,40213,retrieve,To find again
25097,40219,retrievement,Retrieval.
25098,40220,retriever,One who retrieves.
25099,40222,retrim,To trim again.
25100,40223,retriment,Refuse
25101,40224,retro-,"A prefix or combining form signifying backward, back"
25102,40225,retroact,"To act backward, or in return"
25103,40226,retroaction,"Action returned, or action backward."
25104,40228,retroactive,Fitted or designed to retroact
25105,40229,retroactively,In a retroactive manner.
25106,40230,retrocede,To cede or grant back
25107,40232,retrocedent,Disposed or likely to retrocede
25108,40233,retrocession,The act of retroceding.
25109,40236,retrochoir,"Any extension of a church behind the high altar, as a chapel"
25110,40237,retrocopulant,"Copulating backward, or from behind."
25111,40238,retrocopulation,Copulation from behind.
25112,40239,retroduction,A leading or bringing back.
25113,40240,retroflex,Alt. of Retroflexed
25114,40241,retroflexed,Reflexed
25115,40242,retroflexion,The act of reflexing
25116,40243,retrofract,Alt. of Retrofracted
25117,40244,retrofracted,Refracted
25118,40245,retrogenerative,Begetting young by retrocopulation.
25119,40246,retrogradation,"The act of retrograding, or moving backward."
25120,40248,retrograde,"Apparently moving backward, and contrary to the succession of the signs, that is, from east to west, as a planet."
25121,40251,retrograded,of Retrograde
25122,40252,retrograding,of Retrograde
25123,40255,retrogradingly,By retrograding
25124,40256,retrogress,Retrogression.
25125,40257,retrogression,"The act of retrograding, or going backward"
25126,40259,retrogressive,Tending to retrograde
25127,40261,retrogressively,In a retrogressive manner.
25128,40262,retromingency,The quality or state of being retromingent.
25129,40263,retromingent,Organized so as to discharge the urine backward.
25130,40265,retropulsive,Driving back
25131,40266,retrorse,Bent backward or downward.
25132,40267,retrospect,To look backward
25133,40269,retrospection,"The act, or the faculty, of looking back on things past."
25134,40270,retrospective,Looking backward
25135,40272,retrospectively,By way of retrospect.
25136,40273,retrousse,Turned up
25137,40274,retrovaccination,The inoculation of a cow with human vaccine virus.
25138,40275,retroversion,A turning or bending backward
25139,40276,retroverted,of Retrovert
25140,40277,retroverting,of Retrovert
25141,40278,retrovert,To turn back.
25142,40280,retruded,of Retrude
25143,40281,retruding,of Retrude
25144,40282,retrude,To thrust back.
25145,40283,retruse,Abstruse.
25146,40284,retrusion,"The act of retruding, or the state of being retruded."
25147,40285,retry,To try (esp. judicially) a second time
25148,40286,rette,See Aret.
25149,40287,rettery,A place or establishment where flax is retted. See Ret.
25150,40288,retting,"The act or process of preparing flax for use by soaking, maceration, and kindred processes"
25151,40290,retund,To blunt
25152,40291,re-turn,To turn again.
25153,40292,returned,of Return
25154,40293,returning,of Return
25155,40294,return,To turn back
25156,40325,returnable,"Capable of, or admitting of, being returned."
25157,40327,returner,One who returns.
25158,40328,returnless,Admitting no return.
25159,40329,retuse,Having the end rounded and slightly indented
25160,40330,reule,Rule.
25161,40331,reume,Realm.
25162,40332,reunion,A second union
25163,40334,reunite,To unite again
25164,40335,reunitedly,In a reunited manner.
25165,40336,reunition,A second uniting.
25166,40337,reurge,To urge again.
25167,40338,revaccinate,To vaccinate a second time or again.
25168,40339,revalescence,The act of growing well
25169,40340,revalescent,Growing well
25170,40341,revaluation,A second or new valuation.
25171,40342,revamp,To vamp again
25172,40343,reve,To reave.
25173,40345,revealed,of Reveal
25174,40346,revealing,of Reveal
25175,40347,reveal,To make known (that which has been concealed or kept secret)
25176,40351,revealability,The quality or state of being revealable
25177,40352,revealable,Capable of being revealed.
25178,40353,revealer,"One who, or that which, reveals."
25179,40354,revealment,Act of revealing.
25180,40355,revegetate,To vegetate anew.
25181,40356,reveille,"The beat of drum, or bugle blast, about break of day, to give notice that it is time for the soldiers to rise, and for the sentinels to forbear challenging."
25182,40357,revel,See Reveal.
25183,40359,reveled,of Revel
25184,40360,revelled,of Revel
25185,40361,reveling,of Revel
25186,40362,revelling,of Revel
25187,40366,revelate,To reveal.
25188,40367,revelation,"The act of revealing, disclosing, or discovering to others what was before unknown to them."
25189,40372,revelator,One who makes a revelation
25190,40373,reveler,One who revels.
25191,40374,revellent,Causing revulsion
25192,40376,revelment,The act of reveling.
25193,40377,revelous,Fond of festivity
25194,40378,revel-rout,Tumultuous festivity
25195,40380,revelry,The act of engaging in a revel
25196,40381,revendicated,of Revendicate
25197,40382,revendicating,of Revendicate
25198,40383,revendicate,To reclaim
25199,40384,revendication,The act of revendicating.
25200,40385,revenged,of Revenge
25201,40386,revenging,of Revenge
25202,40387,revenge,"To inflict harm in return for, as an injury, insult, etc."
25203,40392,revengeable,Capable of being revenged
25204,40393,revengeance,Vengeance
25205,40394,revengeful,"Full of, or prone to, revenge"
25206,40395,revengeless,Unrevenged.
25207,40396,revengement,Revenge.
25208,40397,revenger,One who revenges.
25209,40399,revenue,"That which returns, or comes back, from an investment"
25210,40402,reverb,To echo.
25211,40403,reverberant,Having the quality of reverberation
25212,40404,reverberate,Reverberant.
25213,40406,reverberated,of Reverberate
25214,40407,reverberating,of Reverberate
25215,40413,reverberation,The act of reverberating
25216,40414,reverberative,Of the nature of reverberation
25217,40415,reverberator,"One who, or that which, produces reverberation."
25218,40416,reverberatory,Producing reverberation
25219,40418,reverdure,To cover again with verdure.
25220,40419,revered,of Revere
25221,40420,revering,of Revere
25222,40421,revere,"To regard with reverence, or profound respect and affection, mingled with awe or fear"
25223,40422,reverence,"Profound respect and esteem mingled with fear and affection, as for a holy being or place"
25224,40426,reverenced,of Reverence
25225,40427,reverencing,of Reverence
25226,40429,reverencer,One who regards with reverence.
25227,40430,reverend,Worthy of reverence
25228,40431,reverendly,Reverently.
25229,40432,reverent,Disposed to revere
25230,40434,reverential,"Proceeding from, or expressing, reverence"
25231,40435,reverentially,In a reverential manner.
25232,40436,reverently,In a reverent manner
25233,40437,reverer,One who reveres.
25234,40438,reveries,of Revery
25235,40439,reverie,Alt. of Revery
25236,40440,revery,A loose or irregular train of thought occurring in musing or mediation
25237,40442,reversal,Intended to reverse
25238,40445,reverse,Turned backward
25239,40454,reversed,of Reverse
25240,40455,reversing,of Reverse
25241,40466,reversedly,In a reversed way.
25242,40467,reverseless,Irreversible.
25243,40468,reversely,In a reverse manner
25244,40469,reverser,One who reverses.
25245,40470,reversibility,The quality of being reversible.
25246,40471,reversible,Capable of being reversed
25247,40473,reversibly,In a reversible manner.
25248,40475,reversion,"The act of returning, or coming back"
